Questions,Manual Label,NSQ,LDA,LSA,Cognitive
Consider the following fragment: <CODE> What type of malicious software is this?,1,0.709589033797,0.825573636073,0.57668,1
Consider the following fragment in an authentication program: <CODE> What type of malicious software is this?,1,0.849301577806,0.825573636073,0.725762,1
The following code fragments show a sequence of virus instructions and a polymorphic version of the virus. Describe the effect produced by the metamorphic code.,15,0.721858752447,0.731334529966,0.736736,3
Explain the suitability or unsuitability of the following passwords: a. YK 334 b. mfmitm (for “my favorite movie is tender mercies”) c. Natalie1 d. Washington e. Aristotle f. tv9stove g. 12345678 h. dribgib,0,0.979885583606,0.36525978184,0.473415,0
"An early attempt to force users to use less predictable passwords involved computer supplied passwords. The passwords were eight characters long and were taken from the character set consisting of lowercase letters and digits. They were generated by a pseudorandom number generator with 215 possible starting values. Using the technology of the time, the time required to search through all character strings of length 8 from a 36-character alphabet was 112 years. Unfortunately, this is not a true reflection of the actual security of the system. Explain the problem.",7,0.999528106047,0.505872929082,0.817017,1
"Assume that passwords are selected from four-character combinations of 26 alphabetic characters. Assume that an adversary is able to attempt passwords at a rate of one per second. a. Assuming no feedback to the adversary until each attempt has been completed, what is the expected time to discover the correct password? b. Assuming feedback to the adversary flagging an error as each incorrect character is entered, what is the expected time to discover the correct password?",4,0.997469729141,0.825573636073,0.742478,4
"Assume that source elements of length k are mapped in some uniform fashion into a target elements of length p. If each digit can take on one of r values, then the number of source elements is rk and the number of target elements is the smaller number rp. A particular source element xi is mapped to a particular target element yj. What is the probability that the correct source element can be selected by an adversary on one try? What is the probability that a different source element xk (xi ≠ xk) that results in the same target element, yj, could be produced by an adversary? What is the probability that the correct target element can be produced by an adversary on one try?",4,0.999851322988,0.505872929082,0.835284,4
Assume that passwords are limited to the use of the 95 printable ASCII characters and that all passwords are 10 characters in length. Assume a password cracker with an encryption rate of 6.4 million encryptions per second. How long will it take to test exhaustively all possible passwords on a UNIX system?,4,0.969960553506,0.505872929082,0.799438,4
"Because of the known risks of the UNIX password system, the SunOS-4.0 documentation recommends that the password file be removed and replaced with a publicly readable file called /etc/publickey. An entry in the file for user A consists of a user’s identifier IDA, the user’s public key, PUa, and the corresponding private key, PRa. This private key is encrypted using DES with a key derived from the user’s login password Pa. When A logs in, the system decrypts E(Pa, PRa) to obtain PRa. The system then verifies that Pa was correctly supplied. How?",13,0.999255661657,0.473693253541,0.725752,1
"Because of the known risks of the UNIX password system, the SunOS-4.0 documentation recommends that the password file be removed and replaced with a publicly readable file called /etc/publickey. An entry in the file for user A consists of a user’s identifier IDA, the user’s public key, PUa, and the corresponding private key, PRa. This private key is encrypted using DES with a key derived from the user’s login password Pa. When A logs in, the system decrypts E(Pa, PRa) to obtain PRa. How can an opponent attack this system?",13,0.99947284169,0.472313403428,0.738469,1
"It was stated that the inclusion of the salt in the UNIX password scheme increases the difficulty of guessing by a factor of 4096. But the salt is stored in plaintext in the same entry as the corresponding ciphertext password. Therefore, those two characters are known to the attacker and need not be guessed. Why is it asserted that the salt increases security?",7,0.75866360942,0.33402044844,0.817351,1
"Assuming that you have successfully answered the preceding problem and understand the significance of the salt, here is another question. Wouldn’t it be possible to thwart completely all password crackers by dramatically increasing the salt size to, say, 24 or 48 bits?",8,0.996671239697,0.505872930989,0.732901,2
"For the DAC model discussed in Section 15.2, an alternative representation of the protection state is a directed graph. Each subject and each object in the protection state is represented by a node (a single node is used for an entity that is both subject and object). A directed line from a subject to an object indicates an access right, and the label on the link defines the access right. Draw a directed graph that corresponds to the access matrix of Figure 12.15a.",2,0.979426599193,0.366095978076,0.613193,2
"For the DAC model discussed in Section 15.2, an alternative representation of the protection state is a directed graph. Each subject and each object in the protection state is represented by a node (a single node is used for an entity that is both subject and object). A directed line from a subject to an object indicates an access right, and the label on the link defines the access right. Is there a one-to-one correspondence between the directed graph representation and the access matrix representation? Explain.",7,0.954333187052,0.344785914598,0.632322,1
"UNIX treats file directories in the same fashion as files; that is, both are defined by the same type of data structure, called an inode. As with files, directories include a 9-bit protection string. If care is not taken, this can create access control problems. For example, consider a file with protection mode 644 (octal) contained in a directory with protection mode 730. How might the file be compromised in this case?",1,0.78366670106,0.371512570183,0.499376,1
"In the traditional UNIX file access model, UNIX systems provide a default setting for newly created files and directories, which the owner may later change. The default is typically full access for the owner combined with one of the following: no access for group and other, read/execute access for group and none for other, or read/execute access for both group and other. Briefly discuss the advantages and disadvantages of each of these cases, including an example of a type of organization where each would be appropriate.",0,0.815185447599,0.41537156164,0.571416,0
"Consider user accounts on a system with a Web server configured to provide access to user Web areas. In general, this scheme uses a standard directory name, such as public_ html, in a user’s home directory. This acts as the user’s Web area if it exists. However, to allow the Web server to access the pages in this directory, it must have at least search (execute) access to the user’s home directory, read/execute access to the Web directory, and read access to any Web pages in it. Consider the interaction of this requirement with the cases you discussed for the preceding problem. What consequences does this requirement have? Note that a Web server typically executes as a special user, and in a group that is not shared with most users on the system. Are there some circumstances when running such a Web service is simply not appropriate? Explain.",9,0.990508663773,0.446323948316,0.711966,3
"Assume a system with N job positions. For job position i, the number of individual users in that position is Ui and the number of permissions required for the job position is Pi. For a traditional DAC scheme, how many relationships between users and permissions must be defined? Repeat the same for an RBAC scheme.",4,0.889023104009,0.492526233064,0.642449,4
"In the context of an IDS, we define a false positive to be an alarm generated by an IDS in which the IDS alerts to a condition that is actually benign. A false negative occurs when an IDS fails to generate an alarm when an alert-worthy condition is in effect. Using the following diagram, depict two curves that roughly indicate false positives and false negatives, respectively.",2,0.999385261367,0.505872929082,0.763334,2
"Let be the percentage of program code that can be executed simultaneously by n computers in a cluster, each computer using a different set of parameters or initial conditions. Assume that the remaining code must be executed sequentially by a single processor. Each processor has an execution rate of x MIPS. Derive an expression for the effective MIPS rate when using the system for exclusive execution of this program, in terms of n,   , and x.",23,0.946278225691,0.353247741622,0.474473,5
"Let be the percentage of program code that can be executed simultaneously by n computers in a cluster, each computer using a different set of parameters or initial conditions. Assume that the remaining code must be executed sequentially by a single processor. Each processor has an execution rate of x MIPS. If n   16 and x   4 MIPS, determine the value of that will yield a system performance of 40 MIPS.",21,0.977668325409,0.560111868483,0.396863,3
"An application program is executed on a nine-computer cluster. A benchmark program takes time T on this cluster. Further, 25% of T is time in which the application is running simultaneously on all nine computers. The remaining time, the application has to run on a single computer. Calculate the effective speedup under the aforementioned condition as compared to executing the program on a single computer. Also calculate, the percentage of code that has been parallelized (programmed or compiled so as to use the cluster mode) in the preceding program.",21,0.979862507179,0.200799421355,0.627252,3
"An application program is executed on a nine-computer cluster. A benchmark program takes time T on this cluster. Further, 25% of T is time in which the application is running simultaneously on all nine computers. The remaining time, the application has to run on a single computer. Suppose that we are able to effectively use 18 computers rather than 9 computers on the parallelized portion of the code. Calculate the effective speedup that is achieved.",21,0.915442491494,0.598974501421,0.470259,3
"The following FORTRAN program is to be executed on a computer, and a parallel version is to be executed on a 32-computer cluster. <CODE> Suppose lines 2 and 4 each take two machine cycle times, including all processor and memory-access activities. What is the total execution time (in machine cycle times) of the program on a single computer?",15,0.908247704883,0.617490835094,0.49196,3
"The following FORTRAN program is to be executed on a computer, and a parallel version is to be executed on a 32-computer cluster. <CODE> Suppose lines 2 and 4 each take two machine cycle times, including all processor and memory-access activities.  Divide the I-loop iterations among the 32 computers as follows: Computer 1 executes the first 32 iterations (I   1 to 32), processor 2 executes the next 32 iterations, and so on. What are the execution time and speedup factor compared with part (a)? (Note that the computational workload, dictated by the J-loop, is unbalanced among the computers.)",14,0.994323936821,0.372131159781,0.457793,2
"The following FORTRAN program is to be executed on a computer, and a parallel version is to be executed on a 32-computer cluster. <CODE> Suppose lines 2 and 4 each take two machine cycle times, including all processor and memory-access activities. Explain how to modify the parallelizing to facilitate a balanced parallel execution of all the computational workload over 32 computers. A balanced load means an equal number of additions assigned to each computer with respect to both loops.",17,0.995209753125,0.175651918775,0.456094,5
"The following FORTRAN program is to be executed on a computer, and a parallel version is to be executed on a 32-computer cluster. <CODE> Suppose lines 2 and 4 each take two machine cycle times, including all processor and memory-access activities. What is the minimum execution time resulting from the parallel execution on 32 computers? What is the resulting speedup over a single computer?",15,0.98537931915,0.549777866284,0.409335,3
Why a process need a resource being held by another process in an operating system,1,0.64449230514,0.281351750979,0.621101,1
Explain the main purpose of an operating system?,0,0.384847732794,0.332696781657,0.504536,0
What is demand paging?,0,0.489626537538,1.0,0.635825,0
What are the advantages of a multiprocessor system?,0,0.309283202016,0.303018778316,0.644576,0
What is kernel?,0,0.182524743801,0.0,0.0,0
What are real-time systems?,0,0.491026033809,0.0,0.674997,0
What is virtual memory?,0,0.394901089101,0.352255120714,0.784713,0
Describe the objective of multiprogramming.,7,0.263523010573,0.0,0.747956,1
What are time sharing systems?,0,0.233344362003,0.699517834959,0.491528,0
What is SMP?,0,0.107830267742,0.0,0.0,0
How are server systems classified?,0,0.244024015847,0.266187724224,0.681861,0
What is asymmetric clustering?,0,0.37905648034,0.0,0.0,0
What is a thread?,0,0.175866266041,0.0,0.0,0
Give some benefits of multithreaded programming.,0,0.312207185205,0.665909091313,0.532746,0
Briefly explain FCFS.,0,0.408813891837,1.0,0.565117,0
What is RR scheduling algorithm?,0,0.460741794615,0.0,0.797113,0
What necessary conditions can lead to a deadlock situation in a system?,1,0.363751762328,0.240400996874,0.862744,1
Enumerate the different RAID levels.,0,0.552281108979,0.0,0.974509,0
Describe Bankers algorithm,0,0.769997827776,0.0,0.59111,0
What factors determine whether a detection-algorithm must be utilized in a deadlock avoidance system?,1,0.301495971461,0.417158468985,0.894095,1
Differentiate logical from physical address space.,0,0.237161231114,0.542340446955,0.708084,0
How does dynamic loading aid in better memory space utilization?,7,0.453392831454,0.956198214148,0.697743,1
What are overlays?,0,0.366534754444,0.0,0.0,0
What is the basic function of paging?,0,0.278646165535,0.410841794006,0.489505,0
What is fragmentation?,0,0.26773371568,0.956198213513,0.896763,0
How does swapping result in better memory management?,7,0.254657973567,0.0,0.544467,1
Give an example of a Process State.,0,0.342744161955,0.449606284338,0.732248,0
What is a socket?,0,0.404638085639,0.0,0.0,0
What is Direct Access Method?,0,0.763501511463,0.565618585191,0.475013,0
When does thrashing occur?,6,0.401133764398,1.0,0.672901,0
What is the best page size when designing an operating system?,0,0.371629943944,0.406731984558,0.80816,0
"When designing the file structure for an operating system, what attributes are considered?",1,0.337985091096,1.0,0.460238,1
What is root partition?,0,0.226763957525,1.0,0.628735,0
What are device drivers?,0,0.341779861564,1.0,0.569741,0
What are the primary functions of VFS?,0,0.880596162358,0.169497793451,0.57064,0
What are the different types of CPU registers in a typical operating system design?,0,0.467961810312,0.441419247636,0.67358,0
What is the purpose of an I/O status information?,0,0.16540393922,0.328144049336,0.621422,0
What is multitasking?,0,0.418010937148,0.0,0.0,0
What are some pros and cons of a command line interface?,0,0.567927829731,0.535543856676,0.459294,0
What is caching?,0,0.404095331612,0.0,0.0,0
What is spooling?,0,0.330429283755,0.0,0.0,0
What is an Assembler?,0,0.634832986314,0.0,0.0,0
What are interrupts?,0,0.171058932586,0.0,0.0,0
What is GUI?,0,0.407771446831,0.0,0.0,0
What is preemptive multitasking?,0,0.397367783727,0.0,0.537981,0
Why is partitioning and formatting a prerequisite to installing an operating system?,1,0.555047450249,0.564893381304,0.602789,1
What is plumbing / piping?,0,0.378439131473,0.0,0.0,0
What is NOS?,0,0.128615135946,0.0,0.0,0
Differentiate internal commands from external commands.,0,0.851875741027,0.196927327759,0.457754,0
"Under DOS, what command will you type when you want to list down the files in a directory, and at the same time pause after every screen output?",6,0.646991856696,0.394693512383,0.619098,0
How would a filenamed EXAMPLEFILE.TXT appear when viewed under the DOS command console operating in Windows 98?,7,0.184797163972,0.396474280196,0.759612,1
What is a folder in Ubuntu ?,0,0.626849499761,0.502307254311,0.916174,0
Explain why Ubuntu is safe and not affected by viruses?,7,0.619449419566,0.716194190308,0.561544,1
Explain what is Unity in Ubuntu ?,0,0.128615135946,0.0,0.0,0
How can you add new entries to the launcher?,0,0.288190255615,1.0,0.414369,0
Explain what is the purpose of using libaio package in Ubuntu?,6,0.237420980693,0.244987566478,0.477618,0
What is the use of behaviour tab in Ubuntu?,0,0.152799737246,0.0,0.0,0
Explain what is the meaning of export command in Ubuntu?,6,0.217749202338,0.676912799091,0.562188,0
Explain how you can reset Unity Configuration?,0,0.212060498753,1.0,0.541452,0
Explain how to access Terminal?,0,0.453236230696,0.0,0.619632,0
What are the functions of operating system?,0,0.2196146069,0.308007993225,0.677887,0
Describe system calls and its type,0,0.128615135946,0.0,0.62523,0
Explain Booting the system and Bootstrap program in operating system.,0,0.521646709582,0.396474281399,0.631954,0
Describe Main memory and Secondary memory storage in brief.,1,0.787252838319,0.539492569668,0.686674,1
What are the advantages of multiprocessor system?,0,0.309283202016,0.303018782908,0.644576,0
Is it possible to have a deadlock involving only one process? Explain your answer.,7,0.385941058873,0.224698312421,0.892598,1
What is an operating system?,0,0.369444051288,0.252131893481,0.534966,0
What are the main functions of a Kernel?,0,0.445800009269,0.307222254925,0.517068,0
What are the different types of Kernel?,0,0.225370684081,0.530641822267,0.64395,0
What are the disadvantages of Microkernels?,0,0.677112525068,0.382713366392,0.361797,0
What is a command interpreter?,0,0.364031749138,0.0,0.0,0
Explain Process.,0,0.171483740529,1.0,0.60506,0
Explain the basic functions of process management.,0,0.196568076486,1.0,0.520457,0
What do you know about interrupt?,0,0.128615135946,0.0,0.0,0
What is a daemon?,0,0.128615135946,0.0,0.0,0
How would you identify daemons in Unix?,12,0.239619447252,0.0,0.0,0
What do you mean by a zombie process?,0,0.325769046961,0.699517825958,0.762274,0
What do you know about a Pipe? When is it used?,0,0.378439131473,0.0,0.0,0
What is a named pipe?,0,0.378439131473,0.502307254311,0.63027,0
What are the various IPC mechanisms?,0,0.287288690066,1.0,0.719353,0
What is a semaphore?,0,0.38213453924,0.0,0.769541,0
What kind of operations are possible on a semaphore?,0,0.230363372184,0.478156615599,0.389407,0
What is context switching?,0,0.274188435729,0.699517827989,0.567382,0
Tell us something about Mutex.,0,0.458216386788,0.0,0.718173,0
What is a critical section?,0,0.754190714712,0.595443001667,0.845264,0
What is synchronization? What are the different synchronization mechanisms?,0,0.198105481927,0.0,0.516062,0
What is the basic difference between pre-emptive and non-pre-emptive scheduling.,0,0.287934932998,0.0,0.703092,0
Is non-pre-emptive scheduling frequently used in a computer? Why?,7,0.310462659257,0.0,0.825368,1
Explain condition variable.,0,0.556948132803,0.338576887096,0.688578,0
What are read-write locks?,0,0.884669981696,0.0,0.0,0
What is a deadlock?,0,0.318457843278,1.0,0.802115,0
What are the necessary conditions for deadlock to occur?,0,0.377333593956,0.345340148875,0.880292,0
Name the functions constituting the OS's memory management.,0,0.250836653648,0.396474282486,0.582658,0
Name the different types of memory?,0,0.260230222352,0.341259823949,0.491817,0
Throw some light on Internal Process Memory.,0,0.421119008181,0.423289678914,0.641131,0
Explain compaction.,0,0.370529190084,0.0,0.0,0
What are page frames?,0,0.560505240514,1.0,0.8074,0
What are pages?,0,0.265182907923,0.0,0.0,0
Differentiate between logical and physical address.,0,0.352659688811,0.542340436631,0.693323,0
When does page fault error occur?,0,0.451288164314,0.387648947993,0.858341,0
Explain thrashing.,0,0.401133764398,1.0,0.655267,0
What are the basic functions of file management in OS?,0,0.291375352688,1.0,0.573403,0
Explain thread.,0,0.175866266041,1.0,0.675907,0
What are the advantage of using threads?,0,0.52130295435,1.0,0.33763,0
What are the disadvantages of using threads?,0,0.616924900785,0.382713366392,0.361797,0
What is a compiler?,0,0.249282670136,0.0,0.0,0
What is a library?,0,0.143768578338,0.0,0.0,0
What are the advantages of distributed system?,0,0.412283924278,0.278106211569,0.523011,0
What are the different types of scheduling algorithms?,0,0.367625680344,1.0,0.868749,0
Why is round robin algorithm considered better than first come first served algorithm?,7,0.779622358509,1.0,0.555013,1
Explain how a copying garbage collector works. How can it be implemented using semispaces?,7,0.339189882889,0.32348170021,0.410573,1
How does reference counting manage memory allocated objects? When can it fail to reclaim objects?,7,0.594023916163,0.0,0.638383,1
What differences are there between a semaphore wait signal and a condition variable wait signal?,0,0.425044007304,0.326639021658,0.706488,0
For a deadlock to occur what are the necessary conditions,6,0.377333593956,0.345340148875,0.880292,0
Why is the context switch overhead of a user-level threading lesser as compared to the overhead for processes? Explain.,7,0.819228798849,0.361342343811,0.542381,1
State the advantages of segmented paging over pure segmentation?,0,0.782092036986,0.219529054351,0.661615,0
When does the Belady's anomaly occur?,6,0.599392072699,0.0,0.866481,0
What complications does concurrent processing add to an operating system?,6,0.423733087463,0.240513435058,0.564999,0
How can a VFS layer allow multiple file systems support?,7,0.276385181302,0.307265902754,0.520876,1
What are the pros and cons of using circuit switching?,0,0.764421647084,1.0,0.865532,0
What problems are faced during the implementation of a network-transparent system?,7,0.556601727332,0.266782235637,0.411196,1
Explain the layers of a Windows XP system.,0,0.712863191789,1.0,0.736881,0
Explain the booting process of a Windows XP system.,0,0.389006507376,1.0,0.712498,0
How are data structures handled by NTFS and how does it recover from a crash?,6,0.977370260243,0.502307249257,0.815938,0
What are the benefits and losses of placing the functionality in a device controller rather than in placing it in the kernel?,7,0.320793595145,0.330776964812,0.489549,1
What are merits and demerits of systems supporting multiple file structure and systems supporting a stream of bytes?,9,0.537287858426,0.169435702388,0.472834,3
What do you understand by transaction atomicity?,7,0.815101417698,0.5,0.460908,1
"Why is a single serial port managed with a single interrupt-driven I/O but a front-end processor is managed using a polling I/O, such as a terminal concentrator?",7,0.368084293122,0.267659282178,0.621776,1
What is graceful degradation?,0,0.202526370917,0.0,0.0,0
What are loosely coupled systems?,0,0.237196076467,0.730069322698,0.700059,0
Explain SMP.,6,0.107830267742,0.0,0.86765,0
What is DLM?,0,0.128615135946,0.0,0.0,0
Explain the handheld systems. List the issues related to the handheld system.,6,0.0557855729313,0.343855650919,0.561724,0
Why is interrupt vector used in operating systems?,7,0.411194299922,0.0,0.543748,1
What is the need of device status table?,7,0.148570928009,1.0,0.539548,1
How can the speed of interrupt driven input output systems be improved?,9,0.575558903669,0.632212182367,0.448612,3
Explain the execution cycle for a von Neumann architecture.,6,0.80295589308,1.0,0.333006,0
Explain the positioning time for a disk.,6,0.32103956253,0.386707554754,0.637443,0
What is EIDE?,0,0.128615135946,0.0,0.0,0
Differentiate between the user mode and monitor mode.,6,0.396309463766,0.700051358375,0.551561,0
What is time slice?,0,0.186227169994,0.0,0.0,0
What are the activities related to the Time Shared User Program Management?,6,0.216713625643,0.368732947782,0.444261,0
"When an input file is opened, what are the possible errors that may occur?",1,0.332429440704,0.308661052659,0.427826,1
Explain PCB.,6,0.385592940142,0.0,0.0,0
What is cascading termination?,0,0.244915233103,0.0,0.0,0
Explain IPC.,6,0.247689571726,0.0,0.0,0
Explain the concept of Reentrancy?,6,0.208442617731,0.699517827989,0.521512,0
Explain Belady's Anomaly?,6,0.599392072699,0.0,0.0,0
What is a binary semaphore? What is its use?,7,0.655440013002,0.0,0.556433,1
What is thrashing?,0,0.401133764398,0.0,0.0,0
List the Coffman's conditions that lead to a deadlock.,0,0.56719269525,0.345340148875,0.881826,0
"What are short, long and medium-term scheduling?",0,0.828628287476,1.0,0.816507,0
What are turnaround time and response time?,0,0.683535536144,0.0,0.799315,0
What are the typical elements of a process image?,0,0.305111488184,0.692493415047,0.61116,0
What is the Translation Lookaside Buffer (TLB)?,0,0.5490719695,1.0,0.532205,0
What is the resident set and working set of a process?,0,0.89863619423,0.426617352546,0.614873,0
When is a system in safe state?,0,0.445960770123,0.0,0.632747,0
What is meant by arm-stickiness?,0,0.348970010962,0.730069319575,0.545237,0
What are the stipulations of C2 level security?,0,0.756565817722,0.21612604714,0.560417,0
What is busy waiting?,0,0.518509708355,0.595443001667,0.568511,0
Explain the popular multiprocessor thread-scheduling strategies.,0,0.686970833383,0.446411378348,0.709401,0
What are local and global page replacements?,0,0.987701302345,0.513847730137,0.82178,0
"Define latency, transfer and seek time with respect to disk I/O.",0,0.434799262356,0.370936212889,0.759904,0
Describe the Buddy system of memory allocation.,0,0.545130837188,1.0,0.584942,0
What is time-stamping?,0,0.364615254116,0.0,0.0,0
How are the wait/signal operations for monitor different from those for semaphores?,7,0.44399323924,0.700051358761,0.883368,1
"In the context of memory management, what are placement and replacement algorithms?",0,0.314825742544,0.650232334864,0.508021,0
"In loading programs into memory, what is the difference between load-time dynamic linking and run-time dynamic linking?",6,0.970277783412,0.781720503528,0.792434,0
What are demand-paging and pre-paging?,0,0.460576017963,0.0,0.0,0
"Paging a memory management  function, while multiprogramming a processor management function, are the two interdependent?",9,0.442076178518,0.565618580449,0.621735,3
What is page cannibalizing?,0,0.265182907923,0.603414921457,0.8074,0
What has triggered the need for multitasking in PCs?,9,0.355758402882,1.0,0.573166,3
What are the four layers that Windows NT have in order to achieve independence?,1,0.712804778439,1.0,0.768044,1
What is SMP?,0,0.107830267742,0.0,0.0,0
What are the key object oriented concepts used by Windows NT?,6,0.285491232254,0.539492570921,0.696051,0
Is Windows NT a full blown object oriented operating system? Give reasons.,1,0.603303347346,0.676912798097,0.785056,1
What is process spawning?,0,0.313417694348,0.88087370815,0.691274,0
How many jobs can be run concurrently on MVT?,0,0.219965148188,1.0,0.656913,0
List out some reasons for process termination.,0,0.270154372541,0.88087370815,0.822281,0
What are the reasons for process suspension?,0,0.379403527254,0.487806113142,0.793531,0
What is process migration?,0,0.928292415223,0.699517827989,0.691274,0
What is mutant?,0,0.128615135946,0.0,0.0,0
What is an idle thread?,0,0.342451600923,0.0,0.660139,0
What is FtDisk?,0,0.317822317725,0.0,0.0,0
What are the possible threads a thread can have?,0,0.175866266041,1.0,0.906215,0
What are rings in Windows NT?,0,0.276703335022,0.398901220302,0.793175,0
What is Executive in Windows NT?,0,0.260938921506,0.536747191693,0.864212,0
What are the sub-components of I/O manager in Windows NT?,0,0.466526464987,1.0,0.58555,0
What are DDks? Name an operating system that includes this feature.,0,0.239788665511,0.663620073875,0.558708,0
What level of security does Windows NT meets?,0,0.835983657335,1.0,0.702238,0
What is an operating system?,0,0.369444051288,0.252131893481,0.534966,0
What are the different operating systems?,0,0.369444051288,0.0,0.628268,0
What are the basic functions of an operating system?,0,0.385339899133,0.332696781657,0.62249,0
What is kernel?,0,0.182524743801,0.0,0.0,0
What is difference between micro kernel and macro kernel?,0,0.690750661284,0.267675876658,0.450806,0
What is dead lock?,0,0.317549736913,0.0,0.0,0
What is a process?,0,0.171483740529,0.699517827989,0.762889,0
What are the states of a process?,0,0.342744161955,0.699517827989,0.617678,0
What is starvation and aging?,0,0.427603944569,1.0,0.592698,0
What is semaphore?,0,0.38213453924,0.0,0.769541,0
What is context switching?,0,0.274188435729,0.699517827989,0.567382,0
What is a thread?,0,0.175866266041,0.0,0.0,0
What is process synchronization?,0,0.250845384238,0.88087370815,0.691274,0
What is virtual memory?,0,0.394901089101,0.35215208102,0.784713,0
What is thrashing?,0,0.401133764398,0.0,0.0,0
What is fragmentation? Tell about different types of fragmentation?,0,0.222370429473,0.502189719055,0.720432,0
What are necessary conditions for dead lock?,0,0.276335675919,0.345340148875,0.841146,0
What is cache memory?,0,0.85665884112,0.956198211784,0.872958,0
What is logical and physical addresses space?,0,0.500807701348,0.542340445767,0.550419,0
Differentiate between Complier and Interpreter?,6,0.635186769593,0.0,0.757212,0
"What is Throughput, Turnaround time, waiting time and Response time?",0,0.964300440977,0.0,0.765309,0
What is Memory-Management Unit (MMU)?,0,0.211428558036,0.537059510114,0.559853,0
What is a Real-Time System?,0,0.491026033809,0.676912798027,0.667922,0
What is a trap and trapdoor?,0,0.246071860769,0.0,0.0,0
When is a system in safe state?,0,0.445960770123,0.0,0.632747,0
Explain the concept of the Distributed systems?,7,0.559275319157,0.507446567272,0.627054,1
What is cache-coherency?,0,0.111277467053,0.0,0.0,0
What is a long term scheduler & short term schedulers?,0,0.766534192596,0.0,0.516385,0
Explain the meaning of mutex.,6,0.298255921649,0.676912798027,0.572082,0
What is Marshalling?,0,0.0918972159501,0.0,0.0,0
What is a daemon?,0,0.128615135946,0.0,0.0,0
What is pre-emptive and non-preemptive scheduling?,0,0.537456469537,0.0,0.423656,0
What is busy waiting?,0,0.518509708355,0.595443001667,0.568511,0
What is page cannibalizing?,0,0.265182907923,0.513847730137,0.8074,0
What is SMP?,0,0.107830267742,0.0,0.0,0
What is process migration?,0,0.928292415223,1.0,0.691274,0
Difference between Primary storage and secondary storage?,6,0.224854642119,1.0,0.517078,0
Define compactions.,0,0.335199628873,0.0,0.516529,0
What are residence monitors?,0,0.838665359391,0.0,0.701533,0
What is dual-mode operation?,0,0.665487328422,0.0,0.0,0
What is a device queue?,0,0.161361547646,1.0,0.569741,0
What are the different types of Real-Time Scheduling?,0,0.44514491332,0.530641822446,0.702898,0
What is relative path and absolute path?,0,0.240515700591,0.603671200881,0.698438,0
What are the disadvantages of context switching?,0,0.320146348832,0.0,0.564036,0
What is a data register and address register?,0,0.336975902528,0.542340445767,0.559555,0
What is DRAM?,0,0.128615135946,0.0,0.0,0
What are local and global page replacements?,0,0.987701302345,0.513847730137,0.82178,0
Explain the concept of the batched operating systems?,6,0.275972231883,0.0,0.459794,0
What is SCSI?,0,0.128615135946,0.0,0.0,0
When is a system in safe state?,0,0.445960770123,0.0,0.632747,0
What is cycle stealing?,0,0.325069229631,0.0,0.0,0
What is an idle thread?,0,0.342451600923,0.0,0.660139,0
What is FtDisk?,0,0.317822317725,0.0,0.0,0
What is Dispatcher?,0,0.212667117168,0.0,0.0,0
When does the condition 'rendezvous' arise?,1,0.168989302086,0.700051360918,0.752123,1
What is process spawning?,0,0.313417694348,0.88087370815,0.691274,0
What are the reasons for process suspension?,0,0.379403527254,0.699517827989,0.793531,0
What are the sub-components of I/O manager in Windows NT?,0,0.466526464987,0.406962829202,0.58555,0
What is a drawback of MVT?,0,0.362709353543,0.0,0.518855,0
